Firm Name,CRD Number,SEC Registration Type,Custodian,Has Proprietary Funds,ADV URL,IAPD Profile URL,FilingDate,Notes
"THE SEB GROUP, INC.",134156,STATE,,,,,5/2/2025,
"SPACECADET VENTURES, LLC",316985,STATE,,,,,2/27/2025,
GEORGE J. APPEL,121081,STATE,,,,,3/31/2025,
WEALTH-SOURCE FINANCIAL,300055,STATE,,,,,3/31/2025,
"SAVEVEST, LLC",175365,STATE,,,,,3/25/2025,
"PAGE FINANCIAL SERVICES, LLC",159957,STATE,,,,,3/25/2025,
VERONA CAPITAL MANAGEMENT LLC,111417,STATE,,,,,2/27/2025,
JENNY WILLIAMS FINANCIAL SERVICES LLC,284703,STATE,,,,,8/9/2022,
"ADAPTIVE ADVISORY, LLC",175232,STATE,,,,,3/25/2025,
"OLIVER REGAN ADVISORS, LLC",282887,STATE,,,,,2/27/2025,
BROOKLYN PLANS LLC,284104,STATE,,,,,5/1/2025,
NINE GEMS INVESTMENT MANAGEMENT,311148,STATE,,,,,6/9/2024,
MACDONALD WEALTH ASSOCIATES LLC,300318,STATE,,,,,3/25/2025,
EDUCATED SOLUTIONS,304287,STATE,,,,,3/25/2025,
FOWLER TAX ADVISORS LLC,305347,STATE,,,,,2/27/2025,
"CAPITAL SOUTH WEALTH MANAGEMENT, LLC",304838,STATE,,,,,2/27/2025,
BACHE CAPITAL MANAGEMENT,113719,STATE,,,,,6/9/2024,
SIX TWELVE CAPITAL MANAGEMENT LLC,308059,STATE,,,,,3/31/2025,
"THE BAKER GROUP, LP",7888,STATE,,,,,3/3/2025,
SEFTON FINANCIAL PLANNING,166187,STATE,,,,,3/18/2025,
PANTHEON INVESTMENT LLC,108411,STATE,,,,,3/3/2025,
INVESTMENT RESOURCES CENTER,156996,STATE,,,,,6/10/2024,
"DYNAMIC INVESTMENT STRATEGIES, INC.",127301,STATE,,,,,3/18/2025,
"PATHWAY FINANCIAL SERVICES, LLC",170424,STATE,,,,,3/31/2025,
HYPERION WEALTH MANAGEMENT LLC,321163,STATE,,,,,3/11/2024,
"WEALTHMARK ADVISORY GROUP, LLC",166494,STATE,,,,,3/3/2025,
SHOR CAPITAL MANAGEMENT,321052,STATE,,,,,3/18/2025,
"EE FUND MANAGEMENT, LLC",134401,STATE,,,,,3/31/2025,
"WEALTHRISE FINANCIAL PLANNING, LLC",283764,STATE,,,,,3/18/2025,
GILLESPIE ASSOCIATES LLC.,116643,STATE,,,,,3/31/2025,
"HOFFMAN CAPITAL MANAGEMENT, LLC",295499,STATE,,,,,3/31/2025,
BLOOM INVESTMENT,317306,STATE,,,,,3/31/2025,
"SIRIUS EDGE ADVISORS, INC.",171342,STATE,,,,,3/3/2025,
"MASSIVE TECH VENTURES MANAGEMENT, LLC",333300,STATE,,,,,9/27/2024,
"OPR INVESTMENT SERVICES, LLC",115502,STATE,,,,,3/24/2022,
"BOW STREET ANGELS MANAGEMENT, LLC",314985,STATE,,,,,1/29/2025,
MECHFI,319279,STATE,,,,,3/13/2024,
FINANCIAL VISION LLC,123659,STATE,,,,,3/31/2025,
"BAPCD, INC.",169148,STATE,,,,,3/31/2025,
"MYSTIC VENTURES, LLC",316983,STATE,,,,,3/19/2025,
TORREY CAPITAL INVESTMENTS,134599,STATE,,,,,3/19/2025,
"ARETE ASSET MANAGEMENT, LLC",146562,STATE,,,,,3/19/2025,
"WEALTH AMBASSADORS, LLC",163270,STATE,,,,,3/19/2025,
"AUXI ASSET MANAGEMENT, LLC",135421,STATE,,,,,3/19/2025,
"LEHMAN, CLARK M",134477,STATE,,,,,3/31/2025,
"GADGET CAPITAL MANAGEMENT, LLC",322714,STATE,,,,,3/22/2024,
"GOALEN CAPITAL ADVISORS, LLC",312298,STATE,,,,,3/19/2025,
"MYERS, WALTER L",151436,STATE,,,,,1/14/2025,
PROSPER FINANCIAL,155100,STATE,,,,,2/27/2024,
EDWARDS FINANCIAL SERVICES,150517,STATE,,,,,1/13/2025,
"HALL FINANCIAL SERVICES, INC",292580,STATE,,,,,2/27/2025,
NEXT PLAY FINANCIAL,297112,STATE,,,,,3/31/2025,
"EVERGREEN MOUNTAIN EQUITY PARTNERS, LLC",321818,STATE,,,,,2/27/2025,
DIFFERENT BY DESIGN FINANCIAL PLANNING,282810,STATE,,,,,2/27/2025,
"CHASE ADAM, LLC",318733,STATE,,,,,2/27/2025,
TGA CAPITAL MANAGEMENT,131629,STATE,,,,,1/13/2025,
"HOLMES INVESTMENT MANAGEMENT, INC.",123920,STATE,,,,,2/27/2025,
ALPHA STRATEGIES INVESTMENT CONSULTING,151782,STATE,,,,,3/19/2025,
HARMON FINANCIAL ADVISORS,126448,STATE,,,,,3/19/2025,
"AFRICAN RENAISSANCE VENTURES, LLC",327110,STATE,,,,,3/31/2025,
WAYNE FINANCIAL,335480,STATE,,,,,3/19/2025,
"NGCRE PARTNERS 10, LLC",299305,STATE,,,,,1/13/2025,
ATA MANAGEMENT STRATEGIES INC,118829,STATE,,,,,2/27/2025,
"BURNS CAPITAL, LLC",319673,STATE,,,,,10/25/2022,
MOVEUP FINANCIAL LLC,311423,STATE,,,,,2/27/2025,
"TKF II GP, LLC",324596,STATE,,,,,1/13/2025,
HOLISTIC-SOLUTIONS,300370,STATE,,,,,7/9/2024,
LEGACY GROUP,134797,STATE,,,,,2/27/2025,
"SILVERLEAF INVESTMENT GROUP, LLC",146086,STATE,,,,,3/31/2025,
"MAVERICK WEALTH MANAGEMENT, INC.",164218,STATE,,,,,3/31/2025,
PRIMETIME WEALTH MANAGEMENT LLC,301041,STATE,,,,,3/31/2023,
KEIRETSU CAPITAL LLC,173879,STATE,,,,,3/31/2025,
"TERRAFORM CAPITAL, LLC",314870,STATE,,,,,8/28/2024,
N.A.S. CAPITAL LLC,297630,STATE,,,,,8/28/2024,
"MEGG INVESTMENT, LLC",329124,STATE,,,,,3/28/2024,
"DIFFERENT INVESTMENTS, LLC",301962,STATE,,,,,3/31/2025,
PIANOFORTE CAPITAL,327347,STATE,,,,,1/13/2025,
"OSHER CAPITAL ADVISORS, LLC",147412,STATE,,,,,3/19/2025,
"GUNN FINANCIAL ADVISORS, LLC",319331,STATE,,,,,3/31/2025,
WEALTHFOLIO ADVISORS LLC,298857,STATE,,,,,3/31/2025,
DOLLAR & SENSE,129210,STATE,,,,,3/31/2025,
"BRG FINANCIAL, LLC",327813,STATE,,,,,1/24/2025,
ROCKWAY WEALTH PARTNERS,315419,STATE,,,,,3/31/2025,
"SAMCO PROPRIETARY TRADING, INC.",329446,STATE,,,,,3/25/2025,
MARIN FINANCIAL LLC,325239,STATE,,,,,1/24/2025,
BERUNDA CAPITAL MANAGEMENT,297072,STATE,,,,,3/31/2025,
"HAMMERHEAD FINANCIAL STRATEGIES, LLC",313248,STATE,,,,,3/31/2025,
CASCADIA INVESTMENT CONSULTANTS,154851,STATE,,,,,3/25/2025,
QVM GROUP LLC,142534,STATE,,,,,6/9/2024,
VALUE WEALTH MANAGEMENT LLC,147115,STATE,,,,,3/11/2025,
FAISON CAPITAL LLC,112268,STATE,,,,,3/25/2025,
LYKE FINANCIAL,154199,STATE,,,,,1/24/2025,
SEVIN ROSEN FUNDS,160409,STATE,,,,,3/31/2025,
"GCR FINANCIAL SERVICES, LLC",151821,STATE,,,,,3/31/2025,
"BEYOND BORDERS INVESTMENT STRATEGIES, LLC",169513,STATE,,,,,3/31/2025,
DCG ADVISORY LLC,310957,STATE,,,,,3/12/2025,
"BEVC MANAGEMENT, LLC",327185,STATE,,,,,3/13/2025,
"ECT ADVISORY, LLC",169117,STATE,,,,,3/31/2025,
CLEAR COVE LLC,143696,STATE,,,,,2/8/2024,
JAKE CARRIS FINANCIAL PLANNING,290061,STATE,,,,,1/8/2025,
F2 WEALTH,323559,STATE,,,,,2/17/2025,
ALLEN INVESTMENT MANAGEMENT,174891,STATE,,,,,3/24/2025,
1 BLUEBILL FINANCIAL,288768,STATE,,,,,1/8/2025,
HAWKEYE INVESTMENT MANAGEMENT LLC,153849,STATE,,,,,7/11/2024,
"MELANIE LANE CAPITAL MANAGEMENT, LLC",333080,STATE,,,,,3/31/2025,
JCM CAPITAL MANAGEMENT,116076,STATE,,,,,3/24/2025,
"VAN GROUW ADVISORS, LLC",311173,STATE,,,,,2/17/2025,
"FIRST WESTERN SECURITIES, INC.",19537,STATE,,,,,9/27/2024,
CAMPTON PRIVATE EQUITY ADVISORS,288085,STATE,,,,,2/17/2025,
RETIREMENT PLANNING CONSULTANTS INC,310925,STATE,,,,,2/16/2025,
"SPENCER SMITH ASSET MANAGEMENT, INC.",312678,STATE,,,,,2/17/2025,
"COMPREHENSIVE WEALTH PLANNING, LLC",328109,STATE,,,,,2/17/2025,
TRILLIUM SQUARE ADVISORS LLC,296487,STATE,,,,,3/24/2025,
"DISCIPLINED FINANCIAL SERVICES, INC.",174947,STATE,,,,,6/4/2024,
LEXUS WEALTH MANAGEMENT,325200,STATE,,,,,1/8/2025,
PURPOSE CAPITAL ADVISORS,307838,STATE,,,,,6/4/2024,
PACIFIC FINANCIAL ADVISORS,154160,STATE,,,,,3/31/2025,
CUNNINGHAM WEALTH MANAGEMENT,148023,STATE,,,,,3/13/2025,
EQUITY MANAGEMENT GROUP,105632,STATE,,,,,3/31/2025,
CST FINANCIAL ADVISORY LLC,324035,STATE,,,,,1/8/2025,
"GLATT AND ASSOCIATES, LLC",119628,STATE,,,,,3/31/2025,
"D.R. JONES CAPITAL MANAGEMENT, LLC",313867,STATE,,,,,2/16/2025,
KQ WEALTH MANAGEMENT LLC,116901,STATE,,,,,3/31/2025,
"GEORGE, MORGAN & SNEED, P.C.",329356,STATE,,,,,3/13/2025,
PROPHET WEALTH MANAGEMENT,113481,STATE,,,,,3/13/2025,
"GATHER VENTURE GROUP, LLC",308903,STATE,,,,,3/30/2022,
"GTG WEALTH MANAGEMENT, LLC",126273,STATE,,,,,3/13/2025,
"HD PINNACLE ADVISORS, LTD.",121179,STATE,,,,,3/13/2025,
"INTELLIGENT INVESTOR FINANCIAL PLANNING, LLC",286691,STATE,,,,,3/25/2025,
INTERACTIVE WEALTH ADVISORS,167033,STATE,,,,,3/24/2025,
ADAPTIVE ASSET MANAGEMENT,158406,STATE,,,,,3/25/2025,
"PELICAN INVESTMENT ADVISORS, LLC",313227,STATE,,,,,3/31/2025,
RED SEVEN,168542,STATE,,,,,4/30/2025,
"EFPR WEALTH ADVISORS, LLC",316165,STATE,,,,,3/11/2025,
"NORTHEAST ADVISORY GROUP, LLC",287954,STATE,,,,,1/6/2025,
RIMAR CAPITAL LLC,312419,STATE,,,,,3/11/2024,
BESPOKE TFC CAPITAL,322754,STATE,,,,,3/11/2025,
"CENTURY ADVISORY GROUP, LLC",282808,STATE,,,,,2/19/2025,
"WEALTH CREATORS, LLC",114264,STATE,,,,,2/19/2025,
CITIWEST CAPITAL CORPORATION,113301,STATE,,,,,3/11/2025,
"STRATEGIC INVESTMENT ADVISORS, LTD.",114888,STATE,,,,,3/31/2025,
"J.P. CAPITAL MANAGEMENT, INC.",142109,STATE,,,,,4/30/2025,
PARKMONT WEALTH ADVISORS LLC,291778,STATE,,,,,3/11/2025,
"KROUSE STUREMAN & ASSOCIATES, INC.",130679,STATE,,,,,3/25/2025,
SEEK THE PLAN,304799,STATE,,,,,6/15/2023,
"ADVANCE WEALTH MANAGEMENT SERVICE, LLC",301780,STATE,,,,,2/19/2025,
"BASILE FINANCIAL GROUP, INC.",289419,STATE,,,,,2/19/2025,
REVERIE WEALTH,323304,STATE,,,,,3/25/2025,
"RAVENWOOD CAPITAL MANAGEMENT, LLC",226679,STATE,,,,,4/29/2025,
CAL INNOVATION MANAGEMENT,317515,STATE,,,,,3/25/2025,
TENERE FINANCIAL,171808,STATE,,,,,3/25/2025,
"O'BRIEN CAPITAL ADVISORS, LLC",298766,STATE,,,,,3/25/2025,
HATHAWAY FINANCIAL LLC,298378,STATE,,,,,3/11/2025,
"BILL MESSNER CONTRARIAN INVESTMENT ADVISORY, LLC",301701,STATE,,,,,3/25/2025,
ARC VENTURES MANAGEMENT COMPANY LLC,310776,STATE,,,,,9/15/2023,
"ELLIOTT FINANCIAL, LLC",122072,STATE,,,,,1/6/2025,
YOUR CHOICE FINANCIAL LLC,321169,STATE,,,,,3/11/2025,
E2 ADVISORY,312972,STATE,,,,,3/29/2023,
"CROMWELL HARBOR INVESTORS MANAGEMENT, LLC",326811,STATE,,,,,3/31/2025,
FINANCIAL FREEDOM MANAGEMENT LLC,281293,STATE,,,,,3/25/2025,
"86 REPUBLIC, LLC",307733,STATE,,,,,2/19/2025,
"INTEGRITY FIRST PLANNERS, INC.",167305,STATE,,,,,3/31/2025,
"LINDSEY FINANCIAL, INC.",291971,STATE,,,,,3/31/2025,
"THI, INC.",123216,STATE,,,,,3/31/2025,
PANTILE INVESTMENTS,312696,STATE,,,,,3/31/2025,
INTENTIONAL LIVING FP,312500,STATE,,,,,3/26/2025,
"BIZARRO CAPITAL, LLC",318309,STATE,,,,,3/17/2022,
UNGER FINANCIAL,310794,STATE,,,,,3/31/2025,
JPS GSE JPS MGR LLC,328240,STATE,,,,,5/3/2024,
"WILLIAMS WEALTH MANAGEMENT, INC.",284826,STATE,,,,,3/19/2025,
GAOAN CAPITAL MANAGEMENT LLC,312559,STATE,,,,,5/14/2024,
"NORTHSHIRE CONSULTING, LLC",299013,STATE,,,,,12/6/2022,
"GUIDRY, VANCE",300406,STATE,,,,,9/1/2024,
"WELLINGTON CAPITAL MANAGEMENT, INC",130131,STATE,,,,,3/31/2025,
INFUSE ASSET MANAGEMENT LP,322191,STATE,,,,,1/7/2025,
DOCTORS FAMILY OFFICE LLC,286462,STATE,,,,,3/31/2025,
R5 CAPITAL MANAGEMENT,169098,STATE,,,,,3/31/2025,
SARATOGA INVESTMENT SOLUTIONS INC.,124949,STATE,,,,,9/21/2023,
"NORTH SHORE INVESTMENT ADVISORS, LLC",168208,STATE,,,,,5/14/2024,
FIREPLACE FINANCIAL INC,312085,STATE,,,,,5/14/2024,
"RED DOG CAPITAL MANAGEMENT, LLC",311797,STATE,,,,,3/26/2025,
HAVEN FINANCIAL ADVISORS,118607,STATE,,,,,11/8/2023,
"MICHAEL W. DURAN, CPA, APC",137276,STATE,,,,,6/29/2024,
"TRONDHEIM CAPITAL, LLC",152843,STATE,,,,,3/26/2025,
"KENNETH E. BOONE WEALTH MANAGEMENT, LLC",111971,STATE,,,,,3/19/2025,
"GAUGHAN & CONNEALY WEALTH MANAGEMENT, LLC",289808,STATE,,,,,1/7/2025,
"THREE SIGMA CAPITAL, LLC",154013,STATE,,,,,3/31/2025,
ONYX WEALTH MANAGEMENT LLC,331330,STATE,,,,,3/19/2025,
BLUEPRINT RETIREMENT ADVISORS LLC,304611,STATE,,,,,6/29/2024,
WILLIAM HENRY YARNALL III,127016,STATE,,,,,1/7/2025,
OAK GROVE MANAGEMENT LLC,167286,STATE,,,,,1/7/2025,
"DIAMOND INVESTMENT MANAGEMENT SERVICES, LLC",164439,STATE,,,,,1/7/2025,
SWALES FINANCIAL LLC,309033,STATE,,,,,3/19/2025,
ROTH BUILDER INVESTMENTS,311169,STATE,,,,,3/31/2025,
PROPOLIS CAPITAL MANAGEMENT,135574,STATE,,,,,3/31/2025,
"O-SIX IMPACT PARTNERS, LLC",327476,STATE,,,,,1/16/2025,
"TS BAYES CAPITAL MANAGEMENT, LLC",301563,STATE,,,,,5/14/2024,
WHITESTONE GLOBAL PARTNERS,152167,STATE,,,,,3/3/2025,
"LINDY S. DIAMOND, PERSONAL FINANCIAL SERVICES",112036,STATE,,,,,1/16/2025,
COSIMO VENTURE PARTNERS L.P.,297914,STATE,,,,,3/18/2025,
CHALIMEDA ELEVATION CAPITAL GP LLC,299742,STATE,,,,,3/31/2025,
FAMILY ALIGNMENT LLC,283989,STATE,,,,,3/15/2024,
BELLWETHER INVESTMENT SERVICES LLC,306126,STATE,,,,,1/16/2025,
AUTHENTIC FINANCIAL PLANNING,153032,STATE,,,,,7/19/2023,
"CONQUER INVESTMENTS, LLC",329615,STATE,,,,,3/31/2025,
"ZH WEALTH MANAGEMENT, LLC",152819,STATE,,,,,3/3/2025,
FRIENDS WEALTH MANAGEMENT,330395,STATE,,,,,3/31/2025,
SOUTHMORE FINANCIAL ADVISORY LLC,328426,STATE,,,,,1/16/2025,
GIBCO CAPITAL ADVISORS,319407,STATE,,,,,3/18/2025,
"SOCIAL IMPACT CAPITAL, L.L.C.",305283,STATE,,,,,3/31/2025,
RNB WEALTH MANAGEMENT GROUP,148994,STATE,,,,,3/31/2025,
"M. D. FALK & COMPANY, INC.",318489,STATE,,,,,3/18/2025,
SULLIVAN & ASSOCIATES,106570,STATE,,,,,3/3/2025,
"SIMPLIFIED WEALTH MANAGEMENT, LLC",312513,STATE,,,,,3/31/2022,
"CENTRAL STATES CAPITAL MARKETS, LLC",155291,STATE,,,,,3/3/2025,
"AFFLUENT SOLUTIONS, LLC",116952,STATE,,,,,3/3/2025,
STROUD INVESTMENT CONSULTING,324507,STATE,,,,,3/18/2025,
"KAIROS CAPITAL LEGAL ADVISORS, LLC",306331,STATE,,,,,10/10/2023,
VAN HUBLY INVESTMENTS LLC,143908,STATE,,,,,3/18/2025,
ECAPITAL MANAGEMENT LLC,291715,STATE,,,,,3/30/2025,
GROVE COMMUNITY LLC,331357,STATE,,,,,3/18/2025,
CAMPBELL & ASSOCIATES,142086,STATE,,,,,3/30/2025,
"PILOT INVESTMENT SERVICES, LLC",277155,STATE,,,,,3/30/2025,
DETERMINED ADVISORS LLC,319089,STATE,,,,,3/30/2025,
"JOVAN, LTD.",121116,STATE,,,,,3/13/2025,
"7BC VENTURE CAPITAL, LLC",316536,STATE,,,,,3/13/2025,
"WEWORK ALUMNI FUND, LLC",319195,STATE,,,,,3/13/2025,
INNOSPRING INC.,333359,STATE,,,,,9/23/2024,
"MAGEN WEALTH MANAGEMENT, LLC",175157,STATE,,,,,2/21/2025,
KP7 INVESTORS LLC,312453,STATE,,,,,2/21/2025,
"ANOMALY GP I, LLC",330546,STATE,,,,,3/13/2025,
"TFG 101 ARCH MANAGER, LLC",332400,STATE,,,,,2/21/2025,
"LUCIA WEALTH MANAGEMENT, LLC",330654,STATE,,,,,3/13/2025,
ARNOLD INVESTMENT GROUP,144923,STATE,,,,,2/21/2025,
"WILLIAM PALMER ASSOCIATES, LLC",164931,STATE,,,,,2/21/2025,
ASCENT RETIREMENT ADVISORS,325385,STATE,,,,,3/13/2025,
IMBER WEALTH ADVISORS,144846,STATE,,,,,2/21/2025,
"OPTIMAL INVESTMENT PERFORMANCE, LLC",326155,STATE,,,,,3/31/2025,
"PERPLEXITY MANAGEMENT CO, LLC",334267,STATE,,,,,3/31/2025,
"CYPRESS WEALTH ADVISORS, LLC",166414,STATE,,,,,3/31/2025,
"RIVERCITIES ASSET MANAGEMENT, LLC",122576,STATE,,,,,3/31/2025,
"ALLIANCE WEALTH MANAGEMENT, LLC",172330,STATE,,,,,3/25/2025,
"KILCULLIN FINANCIAL LIFE PLANNING, LLC",281362,STATE,,,,,3/31/2025,
STILLWATER INVESTING,307511,STATE,,,,,3/31/2025,
"SCHAUER INVESTMENT MANAGEMENT, INC.",283119,STATE,,,,,3/13/2025,
HCAP1,330765,STATE,,,,,3/22/2024,
"HF ADVISORY SERVICES, LLC",125399,STATE,,,,,3/25/2025,
DEFENDER ASSET MANAGEMENT LLC,305227,STATE,,,,,3/25/2025,
"HARVESTER WEALTH, LLC",317746,STATE,,,,,2/21/2025,
"OCEAN ADVISORS, LLC",133124,STATE,,,,,2/21/2025,
ZETLMAIER WEALTH MANAGEMENT LLC,327128,STATE,,,,,2/21/2025,
"CONCINNUS FINANCIAL, INC",218515,STATE,,,,,3/13/2025,
ADAMS-HANSEN & ASSOCIATES,156719,STATE,,,,,3/25/2025,
THEUS WEALTH ADVISORS,169994,STATE,,,,,3/25/2025,
PARISH & COMPANY LLC,142713,STATE,,,,,3/25/2025,
ANCHOR CAPITAL MANAGEMENT LLC,305975,STATE,,,,,3/25/2025,
"ENHANCED INVESTMENT PARTNERS, LLC",142297,STATE,,,,,1/30/2025,
"GOAL WEALTH ADVISORY GROUP, LLC",330122,STATE,,,,,3/26/2025,
VEIL CAPITAL LLC,323462,STATE,,,,,3/4/2025,
GROW WITH ME,299304,STATE,,,,,3/26/2025,
ARTHURS WEALTH MANAGEMENT,305342,STATE,,,,,3/26/2025,
ALPHACOPIA,315231,STATE,,,,,4/22/2025,
"FOCUS ADVISORY, LLC",146899,STATE,,,,,4/22/2025,
WITNAUER SLOAN & ASSOCIATES LLC,113765,STATE,,,,,3/4/2025,
DAEDALUS CAPITAL MANAGEMENT,315617,STATE,,,,,3/25/2024,
CHINEA WEALTH MANAGEMENT LLC,331477,STATE,,,,,4/22/2025,
BETTER MONEY METHOD,143303,STATE,,,,,4/19/2023,
"TILDEN CAPITAL MANAGEMENT, LLC",154988,STATE,,,,,3/4/2025,
GEM STATE INVESTMENT ADVISORS,150171,STATE,,,,,3/4/2025,
DOUBLE EAGLE WEALTH MANAGEMENT LLC,330398,STATE,,,,,1/29/2025,
PLUTUS WEALTH MANAGEMENT,329764,STATE,,,,,3/4/2025,
A.B. RIDGEWAY WEALTH MANAGEMENT LLC,311286,STATE,,,,,3/4/2025,
"KTC ADVISORS, LLC",319278,STATE,,,,,3/4/2025,
"ARV MANAGEMENT, LLC",323641,STATE,,,,,3/26/2025,
"EMMANUEL CAPITAL MANAGEMENT, LLC",139985,STATE,,,,,3/26/2025,
MAB FINANCIAL PLANNING,132925,STATE,,,,,3/26/2025,
WEALTH MANAGEMENT CONSULTANTS L.L.C.,175158,STATE,,,,,1/6/2025,
ALTERNATIVE LIQUIDITY CAPITAL,315799,STATE,,,,,1/6/2025,
"HEFFERNAN & ASSOCIATES, INC.",104934,STATE,,,,,2/24/2025,
CBK FINANCIAL ADVISORS LLC,291467,STATE,,,,,3/23/2023,
"LAWTON RETIREMENT PLAN CONSULTANTS, LLC",164342,STATE,,,,,1/6/2025,
"MAGGI INVESTMENT SERVICES, LLC",156856,STATE,,,,,3/25/2025,
STAG ROCK LLC,300202,STATE,,,,,1/30/2025,
"VOLSURFACE CAPITAL MANAGEMENT, LLC",198514,STATE,,,,,2/25/2025,
"INDIAN RIVER FINANCIAL GROUP, INC.",137197,STATE,,,,,2/25/2025,
"LOTUSMENT ADVISORS, LLC",310413,STATE,,,,,3/24/2025,
GROUP W INVESTMENT MANAGEMENT LLC,125215,STATE,,,,,1/29/2025,
INVESTOR VENTURES,334914,STATE,,,,,1/30/2025,
"MK INVESTMENT ADVISORS, LLC",287539,STATE,,,,,1/6/2025,
SOUTHSHORE FINANCIAL PLANNING,311328,STATE,,,,,3/24/2025,
"WEALTHIER WAY, LLC",304347,STATE,,,,,3/31/2025,
"MCCAULEY INVESTMENT ADVISORY, LLC",166035,STATE,,,,,1/29/2025,
GREEN STREET,172378,STATE,,,,,3/24/2025,
GARGLET LLC,321111,STATE,,,,,6/24/2024,
SONDO FI,327908,STATE,,,,,1/29/2025,
HIPPO HEALTH MANAGEMENT LLC,312717,STATE,,,,,3/31/2025,
WINSHIP WEALTH PARTNERS,127409,STATE,,,,,6/24/2024,
"SUMMIT EQUITY MANAGEMENT, INC.",132071,STATE,,,,,6/24/2024,
BLUE CHIP MACRO,286615,STATE,,,,,6/24/2024,
"FRONT EDGE CAPITAL MANAGEMENT, LLC",306155,STATE,,,,,3/25/2025,
"AFZALI INVESTMENTS, LLC",305104,STATE,,,,,3/2/2025,
BALANCE INVESTMENTS,173163,STATE,,,,,3/30/2025,
MINKO WEALTH,170886,STATE,,,,,3/2/2025,
"MCNALLY, DAVID D.",122907,STATE,,,,,9/26/2023,
LION'S EYE WEALTH LLC,321669,STATE,,,,,6/25/2024,
"STINSON CAPITAL MANAGEMENT, LLC",284965,STATE,,,,,3/30/2025,
"WOLFF FINANCIAL ADVISORS, LLC",135756,STATE,,,,,6/25/2024,
"KALO CAPITAL MANAGEMENT, LLC",157232,STATE,,,,,3/24/2025,
FILON CAPITAL,315321,STATE,,,,,3/30/2025,
MARANANTHA FINANCIAL,284692,STATE,,,,,3/27/2024,
BFG WEALTH MANAGEMENT LLC,299406,STATE,,,,,3/3/2025,
UHY WEALTH MANAGEMENT RIA LLC,317608,STATE,,,,,3/24/2025,
SWAN PEAK CAPITAL MANAGEMENT,333713,STATE,,,,,3/24/2025,
COUGHDROP CAPITAL ADVISORS LLC,318869,STATE,,,,,3/3/2025,
SAVRIN,291554,STATE,,,,,3/3/2025,
"HALEY & SUMMERS WEALTH MANAGEMENT, INC.",108722,STATE,,,,,3/30/2025,
"CLARIS FINANCIAL ADVISORS, INC.",128660,STATE,,,,,3/30/2025,
"GODDESS PACK VENTURES MANAGEMENT, LLC",318542,STATE,,,,,3/30/2025,
"VALENTINE INVESTMENTS, LLC",153898,STATE,,,,,3/30/2025,
"STANTUM, LLC",170360,STATE,,,,,3/30/2025,
HPS SOLUTIONS LLC,319461,STATE,,,,,9/12/2022,
MACFARLANE INVESTORS,315984,STATE,,,,,3/31/2025,
SELAH WEALTH ADVISORS,328518,STATE,,,,,3/31/2025,
ORANGE COLLECTIVE MANAGEMENT LLC,335151,STATE,,,,,2/26/2025,
INTEGRITY WEALTH MANAGEMENT,137803,STATE,,,,,2/26/2025,
ARISTOS VENTURES MANAGEMENT LLC,171712,STATE,,,,,10/2/2024,
"ALLRIDGE WEALTH MANAGEMENT, INC",117249,STATE,,,,,2/26/2025,
"BLUE ROCK FINANCIAL SERVICES, INC.",151566,STATE,,,,,3/31/2025,
"OAK STREET ADVISORY GROUP, LLC",283444,STATE,,,,,2/26/2025,
QUANTS COMPETE,313310,STATE,,,,,2/26/2025,
"FLOWRATE FINANCIAL, LLC",328235,STATE,,,,,1/15/2025,
BETTER PLANNING & INVESTING,322901,STATE,,,,,10/31/2022,
HEALTHY LOVE AND MONEY,324451,STATE,,,,,3/24/2025,
"BELLEAIR WEALTH MANAGEMENT, LLC",131666,STATE,,,,,3/24/2025,
"PINNACLE INVESTMENT ADVISORS, LLC",287763,STATE,,,,,3/31/2025,
"CHARLOTTE WEALTH MANAGEMENT, LLC",311058,STATE,,,,,1/16/2025,
FINANCIAL STRATEGIES WEALTH MANAGEMENT LLC,170530,STATE,,,,,1/16/2025,
"MATTHEW H. LAM, CPA",298893,STATE,,,,,1/16/2025,
SP WEALTH PLANNING,323658,STATE,,,,,3/24/2025,
MATADOR FINANCIAL,171065,STATE,,,,,3/31/2025,
FINACURA ADVISORY LLC,325447,STATE,,,,,1/16/2025,
INSPIRE WEALTH PARTNERS,305322,STATE,,,,,1/16/2025,
VESO CAPITAL MANAGEMENT LLC,326472,STATE,,,,,5/5/2023,
SML ADVISORY,275028,STATE,,,,,3/31/2025,
"SUPERBLOOM PARTNERS, LLC",318636,STATE,,,,,3/31/2025,
INVESTMENT RESEARCH CORPORATION,115494,STATE,,,,,3/25/2025,
JAMES PAPPAS INVESTMENT COUNSEL LLC,123373,STATE,,,,,1/15/2025,
GALLATIN WEALTH MANAGEMENT LLC,165344,STATE,,,,,2/26/2025,
"PATHWAY ADVISORS, LLC",306117,STATE,,,,,3/25/2025,
HUMANIZE WEALTH,325178,STATE,,,,,3/31/2025,
"FAMILY WEALTH MANAGEMENT, LLC",172890,STATE,,,,,4/24/2024,
"HILLVALE WEALTH MANAGEMENT, LLC",332049,STATE,,,,,1/16/2025,
COAH FINANCIAL,332283,STATE,,,,,3/25/2025,
"RUBICON CRYPTO, LLC",314962,STATE,,,,,3/28/2023,
CONTINUUM MANAGEMENT PARTNERS LLC,326673,STATE,,,,,2/26/2025,
"CROSSMARKET CAPITAL, LLC",168947,STATE,,,,,12/21/2021,
